Orthologs,TC,RTC,TCA,RTCA,Taxa,Not sure,Pythia scores
cluster12570_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.556702,-0.209218,-0.911297,-0.053606,20,0.588865,0.23
cluster12577_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.484718,-0.024236,0.552662,0.027633,23,0.22554,0.67
cluster12580_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-2.041984,-0.085083,-0.264819,-0.011034,27,0.419996,0.65
cluster12582_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-1.490641,-0.074532,0.453687,0.022684,23,0.566729,0.35
cluster12584_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.999678,-0.190461,-1.710123,-0.081434,24,0.542623,0.36
cluster12586_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.42894,-0.319349,-3.431926,-0.201878,20,0.181378,0.37
cluster12594_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.073437,0.048793,2.865043,0.130229,25,0.679686,0.38
cluster12602_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.503339,-0.125167,0.444023,0.022201,23,0.384648,0.41
cluster12607_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.712034,-0.224383,-1.969859,-0.093803,24,0.485818,0.61
cluster12608_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.766758,-0.03067,1.937027,0.077481,28,0.887573,0.49
cluster12610_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.600964,0.088942,2.238491,0.124361,21,0.653455,0.26
cluster12612_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-10.284438,-0.489735,-5.465067,-0.260241,24,0.3125,0.58
cluster12613_1rr_1rr_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.755934,0.153107,4.446326,0.247018,21,0.319127,0.35
cluster12617_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.636787,0.097659,3.330815,0.123364,30,0.834931,0.47
cluster12618_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.916346,-0.150629,-1.374488,-0.052865,29,0.962141,0.54
cluster12620_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.513346,-0.135129,0.317088,0.012196,29,0.940624,0.3
cluster12621_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.746097,0.279182,4.863607,0.286095,20,0.717568,0.12
cluster12622_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.747401,-0.220435,-1.564709,-0.092042,20,0.265355,0.61
cluster12625_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-2.903101,-0.161283,-1.227505,-0.068195,21,0.791538,0.31
cluster12626_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.021279,-0.440851,-5.553532,-0.222141,28,0.453256,0.64
cluster12629_1rr_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.874793,-0.34374,-2.380289,-0.119014,23,0.36417,0.5
cluster1263_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.737254,0.13535,6.033994,0.1724,38,1.58062,0.22
cluster12636_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.390789,-0.01503,0.566792,0.0218,29,1.22557,0.26
cluster12639_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.281907,-0.131276,-1.100076,-0.044003,28,0.647729,0.43
cluster12641_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.129701,-0.396944,-6.905484,-0.300238,26,0.895559,0.72
cluster12644_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.529632,0.024074,2.645135,0.120233,25,1.18563,0.22
cluster12647_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.340676,0.117034,2.582006,0.1291,23,0.659438,0.47
cluster12651_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.136576,-0.233481,-1.741625,-0.079165,25,0.164658,0.61
cluster12657_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.277407,0.081336,3.588134,0.128148,31,0.786558,0.5
cluster12662_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-7.620706,-0.362891,-7.229522,-0.344263,24,0.345138,0.6
cluster12665_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.254893,0.14183,5.459964,0.181999,33,1.14317,0.37
cluster12668_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.798048,0.034698,3.855887,0.167647,26,0.58425,0.32
cluster12672_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.681734,-0.29051,-4.059331,-0.176493,26,0.302015,0.56
cluster12673_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-7.316189,-0.304841,-1.45663,-0.060693,27,0.542077,0.59
cluster12676_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.653211,-0.217431,-1.980909,-0.076189,29,0.592565,0.63
cluster12680_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-8.54806,-0.388548,-6.560506,-0.298205,25,0.533144,0.63
cluster12681_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.423529,0.235806,6.047911,0.262953,26,0.342273,0.44
cluster12686_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.946991,0.163722,3.013314,0.167406,21,0.477471,0.59
cluster12688_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.520883,-0.523676,-5.671241,-0.257784,25,0.219086,0.76
cluster12689_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.386794,-0.234208,-1.894025,-0.082349,26,0.373197,0.69
cluster12691_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.29412,-0.011765,1.52091,0.060836,28,0.71266,0.36
cluster12693_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.243383,-0.488843,-6.134064,-0.266698,26,0.2064,0.82
cluster12696_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.477728,-0.28164,-2.714275,-0.118012,26,0.180563,0.51
cluster12698_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.371426,-0.080672,-0.23022,-0.013542,20,0.465708,0.6
cluster12699_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.64925,-0.074966,1.666092,0.075731,25,0.3758,0.61
cluster12700_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.282776,-0.435936,-5.065849,-0.266624,22,0.550924,0.39
cluster12705_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.97701,-0.180773,-1.403065,-0.063776,25,0.563704,0.39
cluster12706_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.291258,-0.204346,-1.56641,-0.074591,24,0.338157,0.73
cluster12707_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-10.287585,-0.447286,-8.609815,-0.37434,26,0.634486,0.64
cluster12711_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.876067,-0.215337,-1.223793,-0.067989,21,0.37431,0.18
cluster12714_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.456179,-0.445062,-6.283593,-0.330715,22,0.432457,0.49
cluster12717_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.790947,-0.339547,-2.287621,-0.114381,23,0.291054,0.66
cluster1272_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.303916,0.068627,3.347276,0.176172,22,0.0926016,0.46
cluster12727_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.32776,-0.01425,1.969591,0.085634,26,0.481662,0.49
cluster12728_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.698751,0.03882,1.660358,0.092242,21,0.399534,0.27
cluster12734_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.82477,-0.253251,-2.443876,-0.106255,26,0.599051,0.43
cluster12736_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.953724,-0.467866,-4.382967,-0.257822,20,0.305134,0.56
cluster12743_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.211279,-0.008803,1.052893,0.043871,27,1.00731,0.14
cluster12752_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.456536,-0.424316,-8.431035,-0.312261,30,0.497905,0.76
cluster12755_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.790752,0.217761,5.138766,0.23358,25,0.5007,0.32
cluster12756_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.520226,-0.326966,-2.88396,-0.12539,26,0.731597,0.5
cluster12758_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.045081,-0.138413,0.524537,0.023843,25,0.546818,0.5
cluster12764_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.164482,-0.175805,-1.63683,-0.090935,21,0.304108,0.64
cluster12765_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.933421,-0.178792,-1.65433,-0.075197,25,0.334301,0.62
cluster12767_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.67474,0.10699,3.475629,0.139025,28,0.527251,0.49
cluster12769_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.825504,-0.178722,-3.033903,-0.112367,30,0.781724,0.58
cluster12770_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.816388,-0.377553,-5.720009,-0.22,29,0.405764,0.81
cluster12771_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.612076,-0.483836,-7.325464,-0.305228,27,0.229088,0.79
cluster12772_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.934016,0.319072,9.584917,0.342318,31,1.43767,0.16
cluster12773_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.303716,-0.304321,-2.802684,-0.116779,27,0.508429,0.68
cluster12777_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.07272,-0.162909,-1.688265,-0.067531,28,0.907843,0.5
cluster12779_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-2.277525,-0.113876,-0.159616,-0.007981,23,0.672233,0.5
cluster12782_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.194642,-0.127786,-0.414959,-0.016598,28,0.70277,0.36
cluster12783_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-2.634375,-0.119744,0.541464,0.024612,25,0.310641,0.62
cluster12784_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.384603,0.072874,2.110678,0.111088,22,0.55916,0.22
cluster12785_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.266995,0.098565,3.134596,0.136287,26,0.598066,0.25
cluster12793_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.250416,-0.468767,-4.85887,-0.202453,27,0.348907,0.72
cluster12795_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.628132,0.026172,2.326324,0.09693,27,0.496649,0.61
cluster12796_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.126079,-0.005482,1.354605,0.058896,26,0.361936,0.56
cluster12797_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.171512,0.04686,3.546237,0.141849,28,0.548782,0.58
cluster12798_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.590228,-0.026829,0.614463,0.02793,25,0.585864,0.39
cluster12799_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.229363,-0.117335,-1.218004,-0.064105,22,0.637488,0.44
cluster12800_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-14.866299,-0.619429,-12.186318,-0.507763,27,0.339822,0.58
cluster12801_1rr_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.728658,-0.225174,-3.407358,-0.162255,24,0.519886,0.39
cluster12802_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.819548,-0.032782,0.851539,0.034062,28,0.618516,0.56
cluster1280_2rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.782346,-0.262834,0.143202,0.006509,25,0.963367,0.34
cluster12804_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.68749,-0.384374,-5.173982,-0.258699,23,0.658963,0.41
cluster12806_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.561158,-0.328746,-3.661473,-0.159194,26,0.583859,0.42
cluster12807_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.963866,-0.238555,-2.553066,-0.102123,28,0.484672,0.66
cluster12808_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.720706,-0.071696,-0.138987,-0.005791,27,0.449756,0.62
cluster12810_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.104741,0.004028,2.460235,0.094624,29,0.729213,0.6
cluster1281_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-10.886723,-0.403212,-7.307542,-0.27065,30,0.355631,0.55
cluster12815_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.576276,0.063051,2.973039,0.118922,28,1.12565,0.23
cluster12816_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.203753,-0.160188,-0.900571,-0.045029,23,0.243094,0.47
cluster12824_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.920949,-0.041861,1.504722,0.068396,25,0.692656,0.31
cluster12829_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.034539,-0.212344,-0.805653,-0.042403,22,0.398685,0.72
cluster12835_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.525844,-0.153298,-0.356145,-0.015485,26,0.651194,0.46
cluster12843_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.79958,-0.089979,-0.538508,-0.026925,23,0.933953,0.19
cluster12844_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.341917,-0.301996,-4.233517,-0.201596,24,0.295306,0.77
cluster12845_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.600589,-0.219076,-2.69243,-0.128211,24,0.49831,0.65
cluster12847_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.152501,0.190833,6.384041,0.236446,30,0.711615,0.04
cluster12850_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.508722,-0.265219,-1.575622,-0.092684,20,0.352779,0.57
cluster12851_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.090374,-0.367744,-2.627446,-0.119429,25,1.33305,0.21
cluster12855_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.429107,0.180479,4.560939,0.240049,22,0.895352,0.45
cluster12856_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.645469,-0.11502,0.592422,0.025757,26,1.01373,0.54
cluster12857_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.915388,0.170234,4.653742,0.202337,26,0.679463,0.31
cluster12860_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.303022,0.011223,3.573044,0.132335,30,0.501653,0.51
cluster12862_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.113917,-0.119766,-2.521762,-0.096991,29,1.13945,0.49
cluster12865_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.52138,-0.47341,-3.669519,-0.203862,21,0.260593,0.57
cluster12868_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.803696,-0.133509,-1.836484,-0.087452,24,0.829382,0.26
cluster12870_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.656517,-0.350343,-6.043975,-0.318104,22,0.651047,0.5
cluster12871_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.986417,0.189829,4.427661,0.210841,24,1.25249,0.24
cluster12873_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.318331,0.012733,3.090759,0.12363,28,0.757342,0.55
cluster12875_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.229514,-0.261476,-2.602654,-0.130133,23,0.324483,0.75
cluster12880_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.765172,0.103834,2.390908,0.140642,20,0.441634,0.48
cluster12881_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-7.619051,-0.304762,-2.6603,-0.106412,28,0.810832,0.42
cluster12882_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.656723,0.036485,2.253651,0.125203,21,0.647161,0.16
cluster12889_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.357458,-0.07985,0.432646,0.02545,20,1.00309,0.13
cluster12893_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.465767,0.202989,5.416974,0.246226,25,1.13978,0.22
cluster12899_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-11.953434,-0.49806,-6.246997,-0.260292,27,0.336449,0.75
cluster12900_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.161848,0.108092,2.171468,0.108573,23,0.239314,0.65
cluster12910_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.639116,0.071266,2.717819,0.118166,26,0.47208,0.23
cluster12912_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.600774,-0.21181,-0.249705,-0.014689,20,0.287107,0.66
cluster12914_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-10.508455,-0.437852,-6.974987,-0.290624,27,0.43868,0.61
cluster12915_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.802737,-0.232109,-0.834979,-0.033399,28,1.12323,0.46
cluster12916_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.417985,-0.162761,-1.538511,-0.073262,24,0.160816,0.73
cluster12918_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-11.03701,-0.459875,-6.171743,-0.257156,27,0.495511,0.57
cluster12920_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.415184,-0.137974,0.386979,0.012093,35,1.18107,0.38
cluster12923_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.27773,-0.261572,-5.102877,-0.21262,27,0.234911,0.8
cluster12927_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.824628,-0.467839,-7.583423,-0.361115,24,0.492811,0.67
cluster12933_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-8.470346,-0.368276,-6.853512,-0.297979,26,0.524029,0.69
cluster12935_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-4.901004,-0.213087,-0.324594,-0.014113,26,0.362842,0.59
cluster12937_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.094682,-0.449705,-5.054571,-0.280809,21,0.303702,0.64
cluster12944_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.733407,-0.262967,-2.334481,-0.129693,21,0.422922,0.52
cluster12945_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.337631,-0.275549,-5.307298,-0.230752,26,0.544169,0.57
cluster12946_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.491711,-0.340532,-4.451918,-0.20236,25,0.615113,0.39
cluster12948_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-8.310473,-0.415524,-4.714476,-0.235724,23,0.347546,0.62
cluster12954_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.009658,-0.167203,-0.03714,-0.002063,21,0.350916,0.68
cluster12956_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.617329,-0.172254,-0.258843,-0.012326,24,0.231655,0.38
cluster12959_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.146375,-0.223755,-1.819772,-0.079121,26,1.05607,0.55
cluster12964_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-12.352235,-0.441151,-9.960451,-0.35573,31,0.731354,0.58
cluster12966_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.271136,-0.012324,-0.062723,-0.002851,25,0.883878,0.38
cluster12967_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.217077,-0.310854,-6.205017,-0.310251,23,1.35447,0.27
cluster12973_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-3.455136,-0.150223,1.084954,0.047172,26,1.2774,0.27
cluster12978_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.034383,-0.121375,0.299995,0.012,28,0.50832,0.55
cluster12979_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.476552,-0.070312,0.488115,0.023244,24,0.418714,0.34
cluster12980_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-8.913128,-0.387527,-6.345284,-0.275882,26,0.420886,0.56
cluster12981_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.632848,0.125374,4.311312,0.205301,24,0.573314,0.12
cluster12983_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.601379,0.118245,3.30296,0.150135,25,0.535326,0.4
cluster12987_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-5.185593,-0.246933,-2.950918,-0.14052,24,0.859264,0.28
cluster12988_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-0.776469,-0.032353,1.926012,0.08025,27,0.909107,0.13
cluster12989_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.546935,0.067258,2.295041,0.099784,26,0.477367,0.27
cluster12990_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-2.871856,-0.119661,1.722659,0.071777,27,0.381772,0.55
cluster12994_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.132999,0.229611,4.739232,0.263291,21,0.773525,0.34
cluster12999_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.322813,0.14447,3.951645,0.171811,26,0.972379,0.39
cluster13001_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-7.689088,-0.384454,-4.455665,-0.222783,23,0.381899,0.5
cluster13008_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.054505,0.144804,5.254034,0.187644,31,1.16764,0.22
cluster13009_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.856074,-0.109181,0.336108,0.019771,20,0.500117,0.4
cluster13010_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.069266,-0.002886,1.768997,0.073708,27,0.24197,0.59
cluster13011_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.19356,-0.225807,-3.643097,-0.158396,26,0.270099,0.52
cluster13012_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.926765,-0.083772,-0.090102,-0.003917,26,0.39852,0.63
cluster13013_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-9.990563,-0.416273,-5.703284,-0.237637,27,0.41497,0.66
cluster13014_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-0.655141,-0.027298,1.978476,0.082437,27,0.642908,0.3
cluster13016_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.377997,-0.277304,-3.49795,-0.152085,26,0.429468,0.63
cluster13022_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,0.488565,0.027142,2.103528,0.116863,21,0.431083,0.47
cluster13025_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.211146,0.052659,1.693092,0.073613,26,0.568783,0.53
cluster13026_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-6.617395,-0.315114,-2.205423,-0.10502,24,0.305521,0.46
cluster13029_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.260392,0.118968,2.477716,0.130406,22,0.350304,0.41
cluster13030_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-3.261805,-0.135909,-0.796916,-0.033205,27,0.309658,0.71
cluster13033_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-4.656762,-0.202468,-3.39662,-0.147679,26,0.169322,0.62
cluster13048_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-2.34723,-0.138072,-0.56609,-0.033299,20,0.303969,0.37
cluster13054_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-11.677309,-0.530787,-7.480143,-0.340007,25,0.291707,0.57
cluster13055_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.823809,-0.166106,-1.503366,-0.088433,20,0.24376,0.59
cluster13057_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.585809,0.162991,4.290977,0.195044,25,0.383278,0.22
cluster13068_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-5.178022,-0.207121,-1.866814,-0.074673,28,0.364323,0.53
cluster13070_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.864588,0.193229,4.415813,0.220791,23,0.761146,0.47
cluster13073_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.048636,0.414626,7.161833,0.421284,20,1.29928,0.05
cluster13086_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.434619,-0.30641,-2.148382,-0.102304,24,1.31613,0.28
cluster13091_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-2.132702,-0.106635,-0.316117,-0.015806,23,0.907314,0.34
cluster1309_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.547621,-0.363757,-4.323989,-0.240222,21,0.105439,0.46
cluster13093_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.009169,0.056065,1.09725,0.060958,21,0.739589,0.33
cluster13096_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-1.487037,-0.067593,-0.393905,-0.017905,25,0.923281,0.35
cluster13097_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.648221,0.078487,1.742769,0.082989,24,0.940547,0.39
cluster13103_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.976469,0.156656,4.39431,0.231279,22,1.19815,0.1
cluster13104_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,0.374849,0.013883,2.297759,0.085102,30,0.825088,0.41
cluster13107_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-14.079583,-0.563183,-4.281889,-0.171276,28,0.452773,0.79
cluster13108_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-6.035016,-0.251459,-0.847612,-0.035317,27,1.31419,0.44
cluster13109_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-7.595269,-0.361679,-3.988695,-0.189938,24,0.373672,0.65
cluster13113_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-8.934692,-0.372279,-2.075506,-0.086479,27,0.56484,0.62
