Orthologs,TC,RTC,TCA,RTCA,Taxa,Not sure,Pythia scores
cluster188_2rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.740919,0.514172,8.666431,0.50979,20,0.199393,0.05
cluster1902_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.921408,0.386706,14.128328,0.392454,39,1.04886,0.18
cluster1940_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.355501,0.186927,7.419944,0.218234,37,1.18511,0.28
cluster1980_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.577839,0.210496,11.020825,0.306134,39,1.41891,0.26
cluster2016_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.826032,0.27743,6.088999,0.289952,24,0.993388,0.12
cluster2030_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.181322,0.225275,6.430428,0.279584,26,0.99278,0.21
cluster2057_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.803238,0.244534,10.32005,0.286668,39,1.9111,0.27
cluster2074_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.207144,0.200275,6.908278,0.265703,29,0.558533,0.22
cluster2089_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,17.812152,0.539762,18.582062,0.563093,36,1.46292,0.01
cluster2100_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.150317,0.061438,6.08143,0.173755,38,1.21335,0.16
cluster2105_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.332262,0.548957,9.496518,0.558619,20,0.983662,0.0
cluster2107_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.437588,0.326788,12.282456,0.350927,38,1.56188,0.04
cluster2113_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.558872,0.134084,6.177729,0.181698,37,1.17289,0.31
cluster2119_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.196166,0.378746,7.263609,0.382295,22,0.924847,0.1
cluster2151_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.506457,0.041846,6.291084,0.174752,39,1.24086,0.19
cluster2153_1rr_1rr_1rr_MIortho2rr.fa.at.aln.best.fas-cln,8.982984,0.345499,9.336144,0.359082,29,0.789943,0.06
cluster2160_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.90087,0.150033,6.188747,0.238029,29,0.387557,0.49
cluster2176_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.297538,0.48809,8.793164,0.517245,20,1.46459,0.02
cluster2184_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.963919,0.137887,8.136649,0.226018,39,1.23222,0.26
cluster2192_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.636996,0.295472,11.55837,0.321066,39,1.2479,0.2
cluster2213_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.33842,0.205324,6.172273,0.237395,29,0.32217,0.34
cluster2228_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.705829,0.325162,12.412489,0.344791,39,1.25492,0.15
cluster225_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.656364,0.407121,15.281855,0.424496,39,0.773775,0.38
cluster2279_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.946907,0.054081,7.098104,0.19717,39,1.57662,0.17
cluster2306_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.361036,0.162456,6.961289,0.210948,36,1.56721,0.12
cluster2343_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.133882,0.059275,7.016899,0.194914,39,1.29497,0.15
cluster2366_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.196763,0.119908,6.038126,0.172518,38,1.26908,0.15
cluster2382_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.805412,0.189039,8.03539,0.223205,39,1.15112,0.28
cluster2432_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.034235,0.265713,9.801409,0.288277,37,1.0693,0.27
cluster246_2rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.589197,0.183033,8.873908,0.246497,39,0.957417,0.18
cluster2481_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.579724,0.127215,7.125669,0.197935,39,1.4017,0.27
cluster2493_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.415842,0.126167,7.393327,0.211238,38,1.54033,0.14
cluster2536_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.394013,0.434942,7.796392,0.458611,20,0.901689,0.14
cluster2541_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.087219,0.211967,6.735996,0.280667,27,0.238477,0.4
cluster2551_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.442156,0.298347,10.750341,0.307153,38,1.05071,0.09
cluster2552_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.764686,0.417112,14.546434,0.440801,36,1.3493,0.02
cluster256_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.63434,0.201226,7.054896,0.251961,31,1.17503,0.14
cluster2568_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.930087,0.169431,7.942891,0.22694,38,1.39008,0.21
cluster2601_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.463036,0.240743,7.954874,0.256609,34,0.821405,0.21
cluster2619_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.909008,0.480936,15.298106,0.493487,34,1.12254,0.16
cluster2628_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.603279,0.164802,7.179987,0.211176,37,1.19629,0.27
cluster2631_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.71162,0.411985,11.091686,0.426603,29,1.41706,0.05
cluster2641_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.94708,0.081863,6.410352,0.178065,39,1.36232,0.18
cluster2650_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.318632,0.314406,12.160151,0.337782,39,1.17867,0.1
cluster2674_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.195633,0.364449,6.299429,0.370555,20,1.01726,0.08
cluster2677_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-9.503279,-0.431967,-6.792824,-0.308765,25,0.437286,0.27
cluster268_1rr_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.994033,0.349702,7.254018,0.362701,23,1.33342,0.09
cluster2690_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.175005,0.171528,7.526777,0.209077,39,1.84087,0.17
cluster2691_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.306318,0.094466,7.435464,0.212442,38,1.10171,0.12
cluster2698_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.935823,0.169595,7.469356,0.21341,38,1.23231,0.28
cluster2715_1rr_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.757885,0.148684,6.835392,0.213606,35,1.07027,0.27
cluster2761_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,12.751206,0.3864,13.486891,0.408694,36,1.16126,0.08
cluster2791_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.865611,0.217245,7.688358,0.284754,30,1.43582,0.14
cluster2832_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.970759,0.284879,10.555573,0.301588,38,1.38367,0.2
cluster2837_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.816872,0.272691,10.577357,0.293815,39,1.04375,0.08
cluster2884_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.368749,0.29625,11.608135,0.331661,38,1.49732,0.13
cluster2898_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.208918,0.339137,12.967135,0.360198,39,0.965774,0.09
cluster2901_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.755223,0.413662,11.477041,0.441425,29,0.419913,0.21
cluster2903_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.878328,0.371198,12.799232,0.399976,35,1.53245,0.03
cluster2905_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.762505,0.250357,9.454784,0.270137,38,1.47592,0.18
cluster2920_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.757806,0.298828,11.75098,0.326416,39,1.10982,0.05
cluster2940_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.547932,0.235873,7.639138,0.238723,35,0.743122,0.33
cluster2946_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.066017,0.131162,6.231151,0.201005,34,1.07836,0.23
cluster2947_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.685045,0.34932,7.966733,0.362124,25,1.12286,0.22
cluster2965_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.054191,0.126693,8.922314,0.278822,35,1.16453,0.22
cluster2966_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.689501,0.352079,7.062904,0.371732,22,1.22248,0.07
cluster2977_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.790653,0.515298,10.014885,0.527099,22,0.867698,0.0
cluster2979_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.466199,0.160771,7.493252,0.22039,37,1.27302,0.2
cluster3010_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.085257,0.057924,6.436643,0.178796,39,1.10709,0.28
cluster3047_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.541145,0.25121,9.106389,0.267835,37,1.13662,0.09
cluster3048_1rr_1rr_1rr_MIortho2rr.fa.at.aln.best.fas-cln,9.72257,0.46298,10.115285,0.48168,24,1.08195,0.24
cluster3051_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.829651,-0.42046,-7.165523,-0.341215,24,0.369579,0.33
cluster3062_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.395057,0.389214,7.615146,0.400797,22,0.192536,0.09
cluster3064_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.890245,0.178492,6.51705,0.197486,36,1.07354,0.47
cluster3067_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.01242,0.167012,10.098295,0.280508,39,0.75767,0.34
cluster3099_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.52231,0.417906,7.864566,0.43692,21,1.08581,0.02
cluster3117_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.273465,0.404081,7.08793,0.393774,21,1.05251,0.07
cluster3121_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,13.430342,0.373065,13.823183,0.383977,39,1.45167,0.09
cluster3135_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.454072,0.472704,9.692912,0.484646,23,0.914279,0.19
cluster3137_2rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.08352,0.178927,7.669809,0.225583,37,1.12147,0.18
cluster3138_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.990329,0.230397,6.142728,0.236259,29,0.395016,0.42
cluster3146_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,17.004227,0.51528,17.879138,0.541792,36,1.42783,0.04
cluster3148_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.622248,0.412795,14.802351,0.448556,36,1.28236,0.09
cluster3160_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.806423,0.16129,7.850171,0.21806,39,1.36021,0.41
cluster3192_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,16.544735,0.459576,16.571482,0.460319,39,1.36153,0.0
cluster3200_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,11.92106,0.340602,13.381258,0.382322,38,1.37245,0.07
cluster3207_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.448045,0.338547,8.313864,0.377903,25,0.933236,0.01
cluster3219_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.134865,0.268672,10.306002,0.303118,37,1.4985,0.08
cluster3258_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.722492,0.353403,14.385751,0.399604,39,1.54812,0.02
cluster3284_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.684881,0.284849,11.850001,0.348529,37,1.56595,0.03
cluster3294_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.254475,0.18766,6.13449,0.219089,31,1.09905,0.25
cluster3313_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.309061,0.147474,8.182419,0.227289,39,1.11748,0.17
cluster3315_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.298872,0.147191,7.178127,0.199392,39,0.972724,0.19
cluster3323_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.063133,0.16842,7.589863,0.21083,39,1.0607,0.2
cluster3333_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.452356,0.123677,6.970541,0.193626,39,1.03718,0.26
cluster3336_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,16.186568,0.476076,16.895066,0.496914,37,1.40326,0.06
cluster3364_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.081794,0.230991,6.216552,0.282571,25,0.819436,0.15
cluster3368_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.775745,0.638787,12.652535,0.632627,23,1.26798,0.04
cluster3370_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.766754,0.13241,8.258639,0.229407,39,1.04103,0.13
cluster337_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.753552,0.204653,7.343685,0.222536,36,0.922011,0.13
cluster337_2rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.607362,0.322427,12.540387,0.348344,39,1.49549,0.25
cluster3374_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.065695,0.335158,13.240161,0.367782,39,1.40226,0.09
cluster3440_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.324557,0.20346,8.972797,0.249244,39,1.35662,0.15
cluster3444_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.993574,0.26059,7.626529,0.331588,26,1.14882,0.16
cluster3447_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-9.927207,-0.413634,-7.743677,-0.322653,27,0.667164,0.34
cluster3448_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.74488,0.273566,6.180504,0.29431,24,0.170916,0.36
cluster3461_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.07858,0.145102,6.207719,0.177363,38,1.3071,0.12
cluster3482_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.515916,0.260637,6.470726,0.258829,28,1.31956,0.31
cluster3484_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.33627,0.33342,11.995983,0.352823,37,1.35221,0.17
cluster3498_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.434492,0.36572,12.941358,0.380628,37,0.976116,0.1
cluster351_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.973747,0.110382,6.576896,0.182692,39,1.20868,0.18
cluster3517_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.103401,0.306164,11.722526,0.355228,36,1.41039,0.08
cluster3530_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.711641,0.453626,7.785323,0.45796,20,0.894194,0.0
cluster3553_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.018121,0.296967,9.138507,0.338463,30,1.08617,0.15
cluster3557_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,18.331453,0.509207,19.176734,0.532687,39,1.63565,0.0
cluster3575_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,9.362901,0.267511,11.206632,0.320189,38,1.52221,0.31
cluster3579_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.24236,0.511016,11.411395,0.5187,25,1.49398,0.06
cluster3591_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.290327,0.165323,6.204506,0.193891,35,1.24002,0.11
cluster3599_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.181314,0.393925,15.911374,0.441983,39,1.11977,0.07
cluster3638_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.257701,0.146047,7.824093,0.217336,39,1.16294,0.25
cluster3645_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.124899,0.170136,8.179256,0.227202,39,1.20238,0.21
cluster3652_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.727288,0.242425,9.525653,0.264601,39,1.02182,0.32
cluster3670_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.953296,0.082036,6.976283,0.193786,39,1.32759,0.22
cluster3684_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.279151,0.190277,7.588532,0.229956,36,1.49298,0.26
cluster3687_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.724254,0.415441,9.552794,0.454895,24,1.33051,0.24
cluster3720_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.720555,0.334873,12.315053,0.351859,38,1.54566,0.02
cluster3725_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.568125,0.328406,7.16874,0.358437,23,1.20576,0.11
cluster3727_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.3688,0.265367,7.993904,0.333079,27,0.755138,0.09
cluster3745_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.553317,0.397543,7.65515,0.402903,22,1.06291,0.03
cluster3768_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,9.362606,0.267503,10.245403,0.292726,38,1.44535,0.15
cluster3788_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.933555,0.275932,11.799656,0.327768,39,1.25483,0.19
cluster3801_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.386167,0.179539,6.382215,0.212741,33,0.948261,0.46
cluster3803_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.434954,0.521748,10.562776,0.528139,23,1.18357,0.01
cluster3818_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.398221,0.466568,8.579115,0.476618,21,1.25149,0.11
cluster3820_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.086859,0.316767,11.932962,0.340942,38,1.18061,0.24
cluster3821_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.619077,0.294974,13.180078,0.366113,39,1.19206,0.05
cluster3822_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.184038,0.308607,10.743229,0.325552,36,1.39986,0.09
cluster3831_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.647249,0.320268,9.478898,0.35107,30,1.22743,0.13
cluster3849_1rr_1rr_1rr_MIortho2rr.fa.at.aln.best.fas-cln,7.009894,0.412347,6.814519,0.400854,20,0.937945,0.04
cluster385_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.306171,0.175171,7.667466,0.212985,39,1.43699,0.28
cluster3853_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.513682,0.12538,6.257393,0.173816,39,1.38128,0.22
cluster3861_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.770472,0.307728,11.995725,0.342735,38,1.17027,0.02
cluster3862_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,11.904377,0.340125,12.223923,0.349255,38,1.28666,0.12
cluster3879_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.928222,0.192451,7.695932,0.213776,39,0.978391,0.23
cluster3903_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.462579,0.235072,10.828322,0.300787,39,0.872508,0.16
cluster3910_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.243458,0.213043,8.057756,0.236993,37,1.13483,0.26
cluster3946_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.237744,0.367715,14.858758,0.412743,39,0.996747,0.15
cluster3976_1rr_1rr_MIortho2rr.fa.at.aln.best.fas-cln,8.074834,0.47499,8.370042,0.492355,20,0.851906,0.07
cluster3982_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.71907,0.106259,7.623251,0.217807,38,1.14418,0.2
cluster3983_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.463839,0.096218,6.428163,0.17856,39,1.26846,0.0
cluster3991_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,16.986132,0.514731,17.357718,0.525991,36,0.944732,0.1
cluster399_2rr_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.67548,0.37086,6.7461,0.374783,21,1.17198,0.13
cluster4008_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.925611,0.192378,7.57472,0.210409,39,1.58061,0.03
cluster4012_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.083193,0.253466,6.856257,0.285677,27,1.08591,0.12
cluster4020_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.930592,0.39653,7.91308,0.395654,23,1.09082,0.19
cluster4041_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.316385,0.203233,9.422032,0.261723,39,1.04124,0.21
cluster4046_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.60199,0.155611,6.036219,0.167673,39,1.19938,0.06
cluster406_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.827739,0.109364,6.39435,0.182696,38,1.18159,0.29
cluster4070_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.770497,0.169721,7.055,0.2075,37,1.24444,0.21
cluster4083_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.925191,0.257617,6.240128,0.27131,26,0.250595,0.18
cluster4091_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,12.362459,0.343402,13.85412,0.384837,39,1.26027,0.15
cluster4124_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.586325,0.186211,7.284416,0.242814,33,1.09328,0.26
cluster4132_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.30258,0.461254,8.263993,0.459111,21,1.312,0.05
cluster4133_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.343324,0.467166,9.680865,0.484043,23,0.850653,0.06
cluster4135_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.973318,0.165777,6.561583,0.218719,33,1.01515,0.25
cluster4141_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-11.783048,-0.420823,-9.882104,-0.352932,31,0.873682,0.32
cluster4145_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.586971,0.529349,10.537331,0.526867,23,1.03074,0.06
cluster4146_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.844339,0.637902,10.846122,0.638007,20,1.15452,0.04
cluster4152_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,15.141218,0.432606,15.216783,0.434765,38,0.949249,0.03
cluster415_2rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.813119,0.141562,6.182666,0.181843,37,1.27672,0.17
cluster4153_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.682509,0.213403,9.239056,0.25664,39,1.27864,0.19
cluster416_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.572003,0.123173,6.735444,0.232257,32,0.661368,0.2
cluster4170_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.770365,0.136296,7.550943,0.215741,38,1.28716,0.17
cluster4176_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.961983,0.248944,10.670847,0.296412,39,0.943601,0.1
cluster418_2rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.357016,0.204362,8.737325,0.242703,39,0.82336,0.17
cluster4188_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.186719,0.066264,6.075212,0.184097,36,0.803788,0.31
cluster4194_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.671862,0.226874,6.768379,0.270735,28,1.21289,0.03
cluster4242_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.198774,0.339357,10.960714,0.332143,36,1.03568,0.28
cluster4244_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,14.531981,0.415199,15.74096,0.449742,38,1.45544,0.04
cluster4245_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.016308,0.16712,8.159987,0.226666,39,1.35552,0.36
cluster425_2rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.124996,0.121323,7.959954,0.234116,37,0.899571,0.22
cluster4267_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.123529,0.058987,7.36522,0.204589,39,1.00631,0.13
cluster427_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.731781,0.189271,6.605888,0.264236,28,0.229356,0.23
cluster4286_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.818292,0.27273,10.865182,0.301811,39,1.24976,0.28
cluster4301_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.649783,0.332489,7.238107,0.361905,23,1.1139,0.06
cluster4308_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.925169,0.216412,8.875468,0.277358,35,1.16285,0.25
cluster431_1rr_2rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.057134,0.057143,6.100614,0.169462,39,0.900069,0.24
cluster4313_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.682563,0.210465,6.241928,0.231183,30,1.07655,0.05
cluster4314_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.555906,0.142372,6.70703,0.209595,35,0.902244,0.42
cluster4318_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.528548,0.125793,7.100302,0.197231,39,1.80452,0.2
cluster4320_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.522074,0.366234,9.427114,0.362581,29,0.299319,0.32
cluster433_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.75498,0.107285,7.618815,0.21768,38,1.05927,0.31
cluster4336_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-8.500262,-0.34001,-7.300443,-0.292018,28,0.483333,0.48
cluster4339_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.68651,0.296848,11.916889,0.331025,39,0.966314,0.16
